id,nume,prenume,sex,instanță/parchet,mişcat,an,lună,CA cod,trib cod,jud cod,nivel
0,SANTAI,ANDA,f,JUDECĂTORIA SIBIU,0,2010,05,CA1,TB3,J16,1
0,SANTAI,ANDA,f,JUDECĂTORIA SIBIU,0,2011,04,CA1,TB3,J16,1
0,SANTAI,ANDA,f,JUDECĂTORIA SIBIU,0,2012,04,CA1,TB3,J16,1
0,SANTAI,ANDA,f,JUDECĂTORIA SIBIU,0,2013,04,CA1,TB3,J16,1
0,SANTAI,ANDA,f,JUDECĂTORIA SIBIU,0,2014,04,CA1,TB3,J16,1
0,SANTAI,ANDA,f,JUDECĂTORIA SIBIU,0,2015,04,CA1,TB3,J16,1
0,SANTAI,ANDA,f,JUDECĂTORIA SIBIU,up,2016,04,CA1,TB3,J16,1
0,SANTAI,ANDA,f,CURTEA DE APEL ALBA IULIA,out,2017,04,CA1,-88,-88,3
1,BENŢEA,RALUCA ELENA,f,TRIBUNALUL GALAŢI,NA,2006,04,CA8,TB27,-88,2
10,TOADER,NECULAE,m,JUDECĂTORIA PĂTÂRLAGELE,0,2008,04,CA12,TB36,J132,1
10,TOADER,NECULAE,m,JUDECĂTORIA PĂTÂRLAGELE,0,2009,04,CA12,TB36,J132,1
10,TOADER,NECULAE,m,JUDECĂTORIA PĂTÂRLAGELE,0,2010,05,CA12,TB36,J132,1
10,TOADER,NECULAE,m,JUDECĂTORIA PĂTÂRLAGELE,0,2011,04,CA12,TB36,J132,1
10,TOADER,NECULAE,m,JUDECĂTORIA PĂTÂRLAGELE,0,2012,04,CA12,TB36,J132,1
10,TOADER,NECULAE,m,JUDECĂTORIA PĂTÂRLAGELE,0,2013,04,CA12,TB36,J132,1
10,TOADER,NECULAE,m,JUDECĂTORIA PĂTÂRLAGELE,0,2014,04,CA12,TB36,J132,1
10,TOADER,NECULAE,m,JUDECĂTORIA PĂTÂRLAGELE,0,2015,04,CA12,TB36,J132,1
10,TOADER,NECULAE,m,JUDECĂTORIA PĂTÂRLAGELE,out,2016,04,CA12,TB36,J132,1
100,ILIE,COSTICĂ,m,JUDECĂTORIA PANCIU,0,2006,04,CA8,TB28,J105,1
100,ILIE,COSTICĂ,m,JUDECĂTORIA PANCIU,0,2007,04,CA8,TB28,J105,1
100,ILIE,COSTICĂ,m,JUDECĂTORIA PANCIU,0,2008,04,CA8,TB28,J105,1
100,ILIE,COSTICĂ,m,JUDECĂTORIA PANCIU,out,2009,04,CA8,TB28,J105,1
1000,HUŢU,JOIŢA,f,TRIBUNALUL ARAD,0,2006,04,CA14,TB41,-88,2
1000,HUŢU,JOIŢA,f,TRIBUNALUL ARAD,0,2007,04,CA14,TB41,-88,2
1000,HUŢU,JOIŢA,f,TRIBUNALUL ARAD,0,2008,04,CA14,TB41,-88,2
1000,HUŢU,JOIŢA,f,TRIBUNALUL ARAD,out,2009,04,CA14,TB41,-88,2
1001,GRECESCU,CRISTIAN MARIUS,m,JUDECĂTORIA ORŞOVA,across,2006,04,CA7,TB24,J89,1
1001,GRECESCU,CRISTIAN MARIUS,m,JUDECĂTORIA SEGARCEA,0,2007,04,CA7,TB22,J82,1
1001,GRECESCU,CRISTIAN MARIUS,m,JUDECĂTORIA SEGARCEA,0,2008,04,CA7,TB22,J82,1
1001,GRECESCU,CRISTIAN MARIUS,m,JUDECĂTORIA SEGARCEA,0,2009,04,CA7,TB22,J82,1
1001,GRECESCU,CRISTIAN MARIUS,m,JUDECĂTORIA SEGARCEA,up,2010,05,CA7,TB22,J82,1
1001,GRECESCU,CRISTIAN MARIUS,m,TRIBUNALUL DOLJ,0,2011,04,CA7,TB22,-88,2
1001,GRECESCU,CRISTIAN MARIUS,m,TRIBUNALUL DOLJ,0,2012,04,CA7,TB22,-88,2
1001,GRECESCU,CRISTIAN MARIUS,m,TRIBUNALUL DOLJ,0,2013,04,CA7,TB22,-88,2
1001,GRECESCU,CRISTIAN MARIUS,m,TRIBUNALUL DOLJ,0,2014,04,CA7,TB22,-88,2
1001,GRECESCU,CRISTIAN MARIUS,m,TRIBUNALUL DOLJ,0,2015,04,CA7,TB22,-88,2
1001,GRECESCU,CRISTIAN MARIUS,m,TRIBUNALUL DOLJ,0,2016,04,CA7,TB22,-88,2
1001,GRECESCU,CRISTIAN MARIUS,m,TRIBUNALUL DOLJ,out,2017,04,CA7,TB22,-88,2
1002,POPESCU,ELENA ROXANA,f,JUDECĂTORIA PLOIEŞTI,0,2013,04,CA12,TB38,J142,1
1002,POPESCU,ELENA ROXANA,f,JUDECĂTORIA PLOIEŞTI,up,2014,04,CA12,TB38,J142,1
1002,POPESCU,ELENA ROXANA,f,TRIBUNALUL PRAHOVA,0,2015,04,CA12,TB38,-88,2
1002,POPESCU,ELENA ROXANA,f,TRIBUNALUL PRAHOVA,0,2016,04,CA12,TB38,-88,2
1002,POPESCU,ELENA ROXANA,f,TRIBUNALUL PRAHOVA,out,2017,04,CA12,TB38,-88,2
1003,MIHAIESCU,ICONIA,f,JUDECĂTORIA ORĂŞTIE,0,2006,04,CA1,TB2,J10,1
1003,MIHAIESCU,ICONIA,f,JUDECĂTORIA ORĂŞTIE,0,2007,04,CA1,TB2,J10,1
1003,MIHAIESCU,ICONIA,f,JUDECĂTORIA ORĂŞTIE,0,2008,04,CA1,TB2,J10,1
1003,MIHAIESCU,ICONIA,f,JUDECĂTORIA ORĂŞTIE,out,2009,04,CA1,TB2,J10,1
1004,POPESCU ELIZEU,CLAUDIU,m,CURTEA DE APEL BUCUREŞTI,NA,2006,04,CA4,-88,-88,3
1005,IONESCU,FLAVIUS ADELIN,m,JUDECĂTORIA TIMIŞOARA,0,2006,04,CA14,TB43,J168,1
1005,IONESCU,FLAVIUS ADELIN,m,JUDECĂTORIA TIMIŞOARA,0,2007,04,CA14,TB43,J168,1
1005,IONESCU,FLAVIUS ADELIN,m,JUDECĂTORIA TIMIŞOARA,0,2008,04,CA14,TB43,J168,1
1005,IONESCU,FLAVIUS ADELIN,m,JUDECĂTORIA TIMIŞOARA,up,2009,04,CA14,TB43,J168,1
1005,IONESCU,FLAVIUS ADELIN,m,TRIBUNALUL TIMIŞ,0,2010,05,CA14,TB43,-88,2
1005,IONESCU,FLAVIUS ADELIN,m,TRIBUNALUL TIMIŞ,0,2011,04,CA14,TB43,-88,2
1005,IONESCU,FLAVIUS ADELIN,m,TRIBUNALUL TIMIŞ,up,2012,04,CA14,TB43,-88,2
1005,IONESCU,FLAVIUS ADELIN,m,CURTEA DE APEL TIMIŞOARA,0,2013,04,CA14,-88,-88,3
1005,IONESCU,FLAVIUS ADELIN,m,CURTEA DE APEL TIMIŞOARA,0,2014,04,CA14,-88,-88,3
1005,IONESCU,FLAVIUS ADELIN,m,CURTEA DE APEL TIMIŞOARA,0,2015,04,CA14,-88,-88,3
1005,IONESCU,FLAVIUS ADELIN,m,CURTEA DE APEL TIMIŞOARA,0,2016,04,CA14,-88,-88,3
1005,IONESCU,FLAVIUS ADELIN,m,CURTEA DE APEL TIMIŞOARA,out,2017,04,CA14,-88,-88,3
1006,GOGESCU,PARASCHIVA,f,TRIBUNALUL BUCUREŞTI,0,2015,04,CA4,TB9,-88,2
1006,GOGESCU,PARASCHIVA,f,TRIBUNALUL BUCUREŞTI,out,2016,04,CA4,TB9,-88,2
1007,CRISTEA,ANAMARIA MAGDALENA,f,TRIBUNALUL BRAŞOV,0,2009,04,CA3,TB6,-88,2
1007,CRISTEA,ANAMARIA MAGDALENA,f,TRIBUNALUL BRAŞOV,0,2010,05,CA3,TB6,-88,2
1007,CRISTEA,ANAMARIA MAGDALENA,f,TRIBUNALUL BRAŞOV,0,2011,04,CA3,TB6,-88,2
1007,CRISTEA,ANAMARIA MAGDALENA,f,TRIBUNALUL BRAŞOV,out,2012,04,CA3,TB6,-88,2
1008,HARABAGIU,VERGINICA,f,TRIBUNALUL VASLUI,0,2008,04,CA9,TB30,-88,2
1008,HARABAGIU,VERGINICA,f,TRIBUNALUL VASLUI,out,2009,04,CA9,TB30,-88,2
1009,DELIORGA,CRISTIAN,m,TRIBUNALUL CONSTANŢA,0,2011,04,CA6,TB20,-88,2
1009,DELIORGA,CRISTIAN,m,TRIBUNALUL CONSTANŢA,up,2012,04,CA6,TB20,-88,2
1009,DELIORGA,CRISTIAN,m,CURTEA DE APEL CONSTANŢA,0,2013,04,CA6,-88,-88,3
1009,DELIORGA,CRISTIAN,m,CURTEA DE APEL CONSTANŢA,0,2014,04,CA6,-88,-88,3
1009,DELIORGA,CRISTIAN,m,CURTEA DE APEL CONSTANŢA,0,2015,04,CA6,-88,-88,3
1009,DELIORGA,CRISTIAN,m,CURTEA DE APEL CONSTANŢA,0,2016,04,CA6,-88,-88,3
1009,DELIORGA,CRISTIAN,m,CURTEA DE APEL CONSTANŢA,out,2017,04,CA6,-88,-88,3
101,COZMEI,DANIELA,f,JUDECĂTORIA SĂVENI,0,2013,06,CA13,TB39,J148,1
101,COZMEI,DANIELA,f,JUDECĂTORIA SĂVENI,0,2014,04,CA13,TB39,J148,1
101,COZMEI,DANIELA,f,JUDECĂTORIA SĂVENI,0,2015,04,CA13,TB39,J148,1
101,COZMEI,DANIELA,f,JUDECĂTORIA SĂVENI,0,2016,04,CA13,TB39,J148,1
101,COZMEI,DANIELA,f,JUDECĂTORIA SĂVENI,out,2017,04,CA13,TB39,J148,1
1010,MOT,MARIA GABRIELA,f,JUDECĂTORIA GHERLA,across,2006,04,CA5,TB16,J59,1
1010,MOT,MARIA GABRIELA,f,JUDECĂTORIA CLUJ NAPOCA,0,2007,04,CA5,TB16,J57,1
1010,MOT,MARIA GABRIELA,f,JUDECĂTORIA CLUJ NAPOCA,0,2008,04,CA5,TB16,J57,1
1010,MOT,MARIA GABRIELA,f,JUDECĂTORIA CLUJ NAPOCA,0,2009,04,CA5,TB16,J57,1
1010,MOT,MARIA GABRIELA,f,JUDECĂTORIA CLUJ NAPOCA,0,2010,05,CA5,TB16,J57,1
1010,MOT,MARIA GABRIELA,f,JUDECĂTORIA CLUJ NAPOCA,0,2011,04,CA5,TB16,J57,1
1010,MOT,MARIA GABRIELA,f,JUDECĂTORIA CLUJ NAPOCA,0,2012,04,CA5,TB16,J57,1
1010,MOT,MARIA GABRIELA,f,JUDECĂTORIA CLUJ NAPOCA,0,2013,04,CA5,TB16,J57,1
1010,MOT,MARIA GABRIELA,f,JUDECĂTORIA CLUJ NAPOCA,0,2014,04,CA5,TB16,J57,1
1010,MOT,MARIA GABRIELA,f,JUDECĂTORIA CLUJ NAPOCA,0,2015,04,CA5,TB16,J57,1
1010,MOT,MARIA GABRIELA,f,JUDECĂTORIA CLUJ NAPOCA,0,2016,04,CA5,TB16,J57,1
1010,MOT,MARIA GABRIELA,f,JUDECĂTORIA CLUJ NAPOCA,out,2017,04,CA5,TB16,J57,1
1011,TIŢĂ,CIPRIAN,m,JUDECĂTORIA SLATINA,across,2013,04,CA7,TB25,J95,1
1011,TIŢĂ,CIPRIAN,m,JUDECĂTORIA BREZOI,0,2014,04,CA11,TB35,J128,1
1011,TIŢĂ,CIPRIAN,m,JUDECĂTORIA BREZOI,across,2015,04,CA11,TB35,J128,1
1011,TIŢĂ,CIPRIAN,m,JUDECĂTORIA PITEŞTI,up,2016,04,CA11,TB33,J125,1
1011,TIŢĂ,CIPRIAN,m,TRIBUNALUL ILFOV,out,2017,04,CA4,TB13,-88,2
1012,ŞTEF,LILIANA MARIANA,f,JUDECĂTORIA ARAD,0,2006,06,CA14,TB41,J155,1
1012,ŞTEF,LILIANA MARIANA,f,JUDECĂTORIA ARAD,0,2007,04,CA14,TB41,J155,1
1012,ŞTEF,LILIANA MARIANA,f,JUDECĂTORIA ARAD,up,2008,04,CA14,TB41,J155,1
1012,ŞTEF,LILIANA MARIANA,f,TRIBUNALUL ARAD,0,2009,04,CA14,TB41,-88,2
1012,ŞTEF,LILIANA MARIANA,f,TRIBUNALUL ARAD,down,2010,05,CA14,TB41,-88,2
1012,ŞTEF,LILIANA MARIANA,f,JUDECĂTORIA ARAD,0,2011,04,CA14,TB41,J155,1
1012,ŞTEF,LILIANA MARIANA,f,JUDECĂTORIA ARAD,up,2012,04,CA14,TB41,J155,1
1012,ŞTEF,LILIANA MARIANA,f,TRIBUNALUL ARAD,0,2013,04,CA14,TB41,-88,2
1012,ŞTEF,LILIANA MARIANA,f,TRIBUNALUL ARAD,0,2014,04,CA14,TB41,-88,2
1012,ŞTEF,LILIANA MARIANA,f,TRIBUNALUL ARAD,0,2015,04,CA14,TB41,-88,2
1012,ŞTEF,LILIANA MARIANA,f,TRIBUNALUL ARAD,0,2016,04,CA14,TB41,-88,2
1012,ŞTEF,LILIANA MARIANA,f,TRIBUNALUL ARAD,out,2017,04,CA14,TB41,-88,2
1013,RAUS,POMPEI,m,JUDECĂTORIA NĂSĂUD,0,2006,04,CA5,TB15,J56,1
1013,RAUS,POMPEI,m,JUDECĂTORIA NĂSĂUD,0,2007,04,CA5,TB15,J56,1
1013,RAUS,POMPEI,m,JUDECĂTORIA NĂSĂUD,0,2008,04,CA5,TB15,J56,1
1013,RAUS,POMPEI,m,JUDECĂTORIA NĂSĂUD,out,2009,04,CA5,TB15,J56,1
1014,POPA,STELA,f,CURTEA DE APEL CRAIOVA,0,2006,04,CA7,-88,-88,3
1014,POPA,STELA,f,CURTEA DE APEL CRAIOVA,0,2007,04,CA7,-88,-88,3
1014,POPA,STELA,f,CURTEA DE APEL CRAIOVA,0,2008,04,CA7,-88,-88,3
1014,POPA,STELA,f,CURTEA DE APEL CRAIOVA,0,2009,04,CA7,-88,-88,3
1014,POPA,STELA,f,CURTEA DE APEL CRAIOVA,0,2010,05,CA7,-88,-88,3
1014,POPA,STELA,f,CURTEA DE APEL CRAIOVA,out,2011,04,CA7,-88,-88,3
1015,MOISĂ,CRISTINA MARINELA,f,CURTEA DE APEL BUCUREŞTI,0,2015,04,CA4,-88,-88,3
1015,MOISĂ,CRISTINA MARINELA,f,CURTEA DE APEL BUCUREŞTI,out,2016,04,CA4,-88,-88,3
1016,ROMAN,FLORICA,dk,CURTEA DE APEL ORADEA,0,2006,04,CA10,-88,-88,3
1016,ROMAN,FLORICA,dk,CURTEA DE APEL ORADEA,0,2007,04,CA10,-88,-88,3
1016,ROMAN,FLORICA,dk,CURTEA DE APEL ORADEA,0,2008,04,CA10,-88,-88,3
1016,ROMAN,FLORICA,dk,CURTEA DE APEL ORADEA,0,2009,04,CA10,-88,-88,3
1016,ROMAN,FLORICA,dk,CURTEA DE APEL ORADEA,0,2010,05,CA10,-88,-88,3
1016,ROMAN,FLORICA,dk,CURTEA DE APEL ORADEA,0,2011,04,CA10,-88,-88,3
1016,ROMAN,FLORICA,dk,CURTEA DE APEL ORADEA,0,2012,04,CA10,-88,-88,3
1016,ROMAN,FLORICA,dk,CURTEA DE APEL ORADEA,0,2013,04,CA10,-88,-88,3
1016,ROMAN,FLORICA,dk,CURTEA DE APEL ORADEA,0,2014,04,CA10,-88,-88,3
1016,ROMAN,FLORICA,dk,CURTEA DE APEL ORADEA,0,2015,04,CA10,-88,-88,3
1016,ROMAN,FLORICA,dk,CURTEA DE APEL ORADEA,0,2016,04,CA10,-88,-88,3
1016,ROMAN,FLORICA,dk,CURTEA DE APEL ORADEA,out,2017,04,CA10,-88,-88,3
1017,MOISESCU,CONSTANŢA,f,TRIBUNALUL BUCUREŞTI,0,2006,04,CA4,TB9,-88,2
1017,MOISESCU,CONSTANŢA,f,TRIBUNALUL BUCUREŞTI,0,2007,04,CA4,TB9,-88,2
1017,MOISESCU,CONSTANŢA,f,TRIBUNALUL BUCUREŞTI,0,2008,04,CA4,TB9,-88,2
1017,MOISESCU,CONSTANŢA,f,TRIBUNALUL BUCUREŞTI,0,2009,04,CA4,TB9,-88,2
1017,MOISESCU,CONSTANŢA,f,TRIBUNALUL BUCUREŞTI,0,2010,05,CA4,TB9,-88,2
1017,MOISESCU,CONSTANŢA,f,TRIBUNALUL BUCUREŞTI,0,2011,04,CA4,TB9,-88,2
1017,MOISESCU,CONSTANŢA,f,TRIBUNALUL BUCUREŞTI,0,2012,04,CA4,TB9,-88,2
1017,MOISESCU,CONSTANŢA,f,TRIBUNALUL BUCUREŞTI,0,2013,04,CA4,TB9,-88,2
1017,MOISESCU,CONSTANŢA,f,TRIBUNALUL BUCUREŞTI,0,2014,04,CA4,TB9,-88,2
1017,MOISESCU,CONSTANŢA,f,TRIBUNALUL BUCUREŞTI,0,2015,04,CA4,TB9,-88,2
1017,MOISESCU,CONSTANŢA,f,TRIBUNALUL BUCUREŞTI,0,2016,04,CA4,TB9,-88,2
1017,MOISESCU,CONSTANŢA,f,TRIBUNALUL BUCUREŞTI,out,2017,04,CA4,TB9,-88,2
1018,PURICE,CIPRIAN CRISTIAN,m,JUDECĂTORIA SLOBOZIA,0,2015,04,CA4,TB12,J45,1
1018,PURICE,CIPRIAN CRISTIAN,m,JUDECĂTORIA SLOBOZIA,0,2016,04,CA4,TB12,J45,1
1018,PURICE,CIPRIAN CRISTIAN,m,JUDECĂTORIA SLOBOZIA,out,2017,04,CA4,TB12,J45,1
1019,IACOB,CONSTANTINA CORALIA,f,TRIBUNALUL BUCUREŞTI,0,2006,04,CA4,TB9,-88,2
1019,IACOB,CONSTANTINA CORALIA,f,TRIBUNALUL BUCUREŞTI,0,2007,04,CA4,TB9,-88,2
1019,IACOB,CONSTANTINA CORALIA,f,TRIBUNALUL BUCUREŞTI,0,2008,04,CA4,TB9,-88,2
1019,IACOB,CONSTANTINA CORALIA,f,TRIBUNALUL BUCUREŞTI,0,2009,04,CA4,TB9,-88,2
1019,IACOB,CONSTANTINA CORALIA,f,TRIBUNALUL BUCUREŞTI,0,2010,05,CA4,TB9,-88,2
1019,IACOB,CONSTANTINA CORALIA,f,TRIBUNALUL BUCUREŞTI,0,2011,04,CA4,TB9,-88,2
1019,IACOB,CONSTANTINA CORALIA,f,TRIBUNALUL BUCUREŞTI,0,2012,04,CA4,TB9,-88,2
1019,IACOB,CONSTANTINA CORALIA,f,TRIBUNALUL BUCUREŞTI,0,2013,04,CA4,TB9,-88,2
1019,IACOB,CONSTANTINA CORALIA,f,TRIBUNALUL BUCUREŞTI,0,2014,04,CA4,TB9,-88,2
1019,IACOB,CONSTANTINA CORALIA,f,TRIBUNALUL BUCUREŞTI,0,2015,04,CA4,TB9,-88,2
1019,IACOB,CONSTANTINA CORALIA,f,TRIBUNALUL BUCUREŞTI,0,2016,04,CA4,TB9,-88,2
1019,IACOB,CONSTANTINA CORALIA,f,TRIBUNALUL BUCUREŞTI,out,2017,04,CA4,TB9,-88,2
102,VIDICAN,DENISA DANIELA,f,JUDECĂTORIA ORADEA,0,2006,04,CA10,TB31,J117,1
102,VIDICAN,DENISA DANIELA,f,JUDECĂTORIA ORADEA,0,2007,04,CA10,TB31,J117,1
102,VIDICAN,DENISA DANIELA,f,JUDECĂTORIA ORADEA,up,2008,04,CA10,TB31,J117,1
102,VIDICAN,DENISA DANIELA,f,TRIBUNALUL BIHOR,0,2009,04,CA10,TB31,-88,2
102,VIDICAN,DENISA DANIELA,f,TRIBUNALUL BIHOR,0,2010,05,CA10,TB31,-88,2
102,VIDICAN,DENISA DANIELA,f,TRIBUNALUL BIHOR,0,2011,04,CA10,TB31,-88,2
102,VIDICAN,DENISA DANIELA,f,TRIBUNALUL BIHOR,up,2012,04,CA10,TB31,-88,2
102,VIDICAN,DENISA DANIELA,f,CURTEA DE APEL ORADEA,0,2013,04,CA10,-88,-88,3
102,VIDICAN,DENISA DANIELA,f,CURTEA DE APEL ORADEA,0,2014,04,CA10,-88,-88,3
102,VIDICAN,DENISA DANIELA,f,CURTEA DE APEL ORADEA,0,2015,04,CA10,-88,-88,3
102,VIDICAN,DENISA DANIELA,f,CURTEA DE APEL ORADEA,0,2016,04,CA10,-88,-88,3
102,VIDICAN,DENISA DANIELA,f,CURTEA DE APEL ORADEA,out,2017,04,CA10,-88,-88,3
1020,ROHNEAN,CLAUDIA,f,TRIBUNALUL TIMIŞ,0,2006,04,CA14,TB43,-88,2
1020,ROHNEAN,CLAUDIA,f,TRIBUNALUL TIMIŞ,0,2007,04,CA14,TB43,-88,2
1020,ROHNEAN,CLAUDIA,f,TRIBUNALUL TIMIŞ,up,2008,04,CA14,TB43,-88,2
1020,ROHNEAN,CLAUDIA,f,CURTEA DE APEL TIMIŞOARA,0,2009,04,CA14,-88,-88,3
1020,ROHNEAN,CLAUDIA,f,CURTEA DE APEL TIMIŞOARA,0,2010,05,CA14,-88,-88,3
1020,ROHNEAN,CLAUDIA,f,CURTEA DE APEL TIMIŞOARA,0,2011,04,CA14,-88,-88,3
1020,ROHNEAN,CLAUDIA,f,CURTEA DE APEL TIMIŞOARA,0,2012,04,CA14,-88,-88,3
1020,ROHNEAN,CLAUDIA,f,CURTEA DE APEL TIMIŞOARA,0,2013,04,CA14,-88,-88,3
1020,ROHNEAN,CLAUDIA,f,CURTEA DE APEL TIMIŞOARA,0,2014,04,CA14,-88,-88,3
1020,ROHNEAN,CLAUDIA,f,CURTEA DE APEL TIMIŞOARA,0,2015,04,CA14,-88,-88,3
1020,ROHNEAN,CLAUDIA,f,CURTEA DE APEL TIMIŞOARA,out,2016,04,CA14,-88,-88,3
1021,MERCA,GABRIELA MIHAELA,f,CURTEA DE APEL ALBA IULIA,0,2013,04,CA1,-88,-88,3
1021,MERCA,GABRIELA MIHAELA,f,CURTEA DE APEL ALBA IULIA,0,2014,04,CA1,-88,-88,3
1021,MERCA,GABRIELA MIHAELA,f,CURTEA DE APEL ALBA IULIA,0,2015,04,CA1,-88,-88,3
1021,MERCA,GABRIELA MIHAELA,f,CURTEA DE APEL ALBA IULIA,0,2016,04,CA1,-88,-88,3
1021,MERCA,GABRIELA MIHAELA,f,CURTEA DE APEL ALBA IULIA,out,2017,04,CA1,-88,-88,3
1022,BULZ,LUCREŢIA JULIETA CLAUDIA,f,TRIBUNALUL BIHOR,NA,2006,04,CA10,TB31,-88,2
1023,MORE,ZSIGMOND GABRIELLA,f,JUDECĂTORIA ZALĂU,across,2012,04,CA5,TB19,J70,1
1023,MORE,ZSIGMOND GABRIELLA,f,JUDECĂTORIA TIMIŞOARA,out,2013,04,CA14,TB43,J168,1
1024,GHEORGHE,VIOREL TEODOR,m,TRIBUNALUL CONSTANŢA,0,2006,04,CA6,TB20,-88,2
1024,GHEORGHE,VIOREL TEODOR,m,TRIBUNALUL CONSTANŢA,0,2007,04,CA6,TB20,-88,2
1024,GHEORGHE,VIOREL TEODOR,m,TRIBUNALUL CONSTANŢA,0,2008,04,CA6,TB20,-88,2
1024,GHEORGHE,VIOREL TEODOR,m,TRIBUNALUL CONSTANŢA,0,2009,04,CA6,TB20,-88,2
1024,GHEORGHE,VIOREL TEODOR,m,TRIBUNALUL CONSTANŢA,0,2010,05,CA6,TB20,-88,2
1024,GHEORGHE,VIOREL TEODOR,m,TRIBUNALUL CONSTANŢA,0,2011,04,CA6,TB20,-88,2
1024,GHEORGHE,VIOREL TEODOR,m,TRIBUNALUL CONSTANŢA,0,2012,04,CA6,TB20,-88,2
1024,GHEORGHE,VIOREL TEODOR,m,TRIBUNALUL CONSTANŢA,0,2013,04,CA6,TB20,-88,2
1024,GHEORGHE,VIOREL TEODOR,m,TRIBUNALUL CONSTANŢA,0,2014,04,CA6,TB20,-88,2
1024,GHEORGHE,VIOREL TEODOR,m,TRIBUNALUL CONSTANŢA,0,2015,04,CA6,TB20,-88,2
1024,GHEORGHE,VIOREL TEODOR,m,TRIBUNALUL CONSTANŢA,0,2016,04,CA6,TB20,-88,2
1024,GHEORGHE,VIOREL TEODOR,m,TRIBUNALUL CONSTANŢA,out,2017,04,CA6,TB20,-88,2
1025,BĂDOIU,ENRICA ANDA,f,TRIBUNALUL BUCUREŞTI,0,2006,04,CA4,TB9,-88,2
1025,BĂDOIU,ENRICA ANDA,f,TRIBUNALUL BUCUREŞTI,0,2007,04,CA4,TB9,-88,2
1025,BĂDOIU,ENRICA ANDA,f,TRIBUNALUL BUCUREŞTI,0,2008,04,CA4,TB9,-88,2
1025,BĂDOIU,ENRICA ANDA,f,TRIBUNALUL BUCUREŞTI,0,2009,04,CA4,TB9,-88,2
1025,BĂDOIU,ENRICA ANDA,f,TRIBUNALUL BUCUREŞTI,0,2010,05,CA4,TB9,-88,2
1025,BĂDOIU,ENRICA ANDA,f,TRIBUNALUL BUCUREŞTI,0,2011,04,CA4,TB9,-88,2
1025,BĂDOIU,ENRICA ANDA,f,TRIBUNALUL BUCUREŞTI,0,2012,04,CA4,TB9,-88,2
1025,BĂDOIU,ENRICA ANDA,f,TRIBUNALUL BUCUREŞTI,0,2013,04,CA4,TB9,-88,2
1025,BĂDOIU,ENRICA ANDA,f,TRIBUNALUL BUCUREŞTI,0,2014,04,CA4,TB9,-88,2
1025,BĂDOIU,ENRICA ANDA,f,TRIBUNALUL BUCUREŞTI,0,2015,04,CA4,TB9,-88,2
1025,BĂDOIU,ENRICA ANDA,f,TRIBUNALUL BUCUREŞTI,0,2016,04,CA4,TB9,-88,2
1025,BĂDOIU,ENRICA ANDA,f,TRIBUNALUL BUCUREŞTI,out,2017,04,CA4,TB9,-88,2
1026,AMZA,ELENA NICOLETA,f,JUDECĂTORIA PIATRA NEAMŢ,0,2006,04,CA2,TB5,J23,1
1026,AMZA,ELENA NICOLETA,f,JUDECĂTORIA PIATRA NEAMŢ,0,2007,04,CA2,TB5,J23,1
1026,AMZA,ELENA NICOLETA,f,JUDECĂTORIA PIATRA NEAMŢ,up,2008,04,CA2,TB5,J23,1
1026,AMZA,ELENA NICOLETA,f,TRIBUNALUL NEAMŢ,0,2009,04,CA2,TB5,-88,2
1026,AMZA,ELENA NICOLETA,f,TRIBUNALUL NEAMŢ,0,2010,05,CA2,TB5,-88,2
1026,AMZA,ELENA NICOLETA,f,TRIBUNALUL NEAMŢ,0,2011,04,CA2,TB5,-88,2
1026,AMZA,ELENA NICOLETA,f,TRIBUNALUL NEAMŢ,0,2012,04,CA2,TB5,-88,2
1026,AMZA,ELENA NICOLETA,f,TRIBUNALUL NEAMŢ,0,2013,04,CA2,TB5,-88,2
1026,AMZA,ELENA NICOLETA,f,TRIBUNALUL NEAMŢ,0,2014,04,CA2,TB5,-88,2
1026,AMZA,ELENA NICOLETA,f,TRIBUNALUL NEAMŢ,0,2015,04,CA2,TB5,-88,2
1026,AMZA,ELENA NICOLETA,f,TRIBUNALUL NEAMŢ,0,2016,04,CA2,TB5,-88,2
1026,AMZA,ELENA NICOLETA,f,TRIBUNALUL NEAMŢ,out,2017,04,CA2,TB5,-88,2
1027,NEGRII,LUMINIŢA GABRIELA,f,JUDECĂTORIA MOINEŞTI,0,2012,04,CA2,TB4,J19,1
1027,NEGRII,LUMINIŢA GABRIELA,f,JUDECĂTORIA MOINEŞTI,0,2013,04,CA2,TB4,J19,1
1027,NEGRII,LUMINIŢA GABRIELA,f,JUDECĂTORIA MOINEŞTI,0,2014,04,CA2,TB4,J19,1
1027,NEGRII,LUMINIŢA GABRIELA,f,JUDECĂTORIA MOINEŞTI,0,2015,04,CA2,TB4,J19,1
1027,NEGRII,LUMINIŢA GABRIELA,f,JUDECĂTORIA MOINEŞTI,across,2016,04,CA2,TB4,J19,1
1027,NEGRII,LUMINIŢA GABRIELA,f,JUDECĂTORIA BUHUŞI,out,2017,04,CA2,TB4,J18,1
1028,AILIOAIE,MARCELA,f,TRIBUNALUL SUCEAVA,0,2006,04,CA13,TB40,-88,2
1028,AILIOAIE,MARCELA,f,TRIBUNALUL SUCEAVA,0,2007,04,CA13,TB40,-88,2
1028,AILIOAIE,MARCELA,f,TRIBUNALUL SUCEAVA,0,2008,04,CA13,TB40,-88,2
