id,nume,prenume,sex,instanță/parchet,mişcat,an,lună,CA cod,trib cod,jud cod,nivel
3731,GEORGESCU,AURICA,dk,JUDECĂTORIA IAŞI,0,2009,04,CA9,TB29,J106,1
3731,GEORGESCU,AURICA,dk,JUDECĂTORIA IAŞI,0,2010,05,CA9,TB29,J106,1
3731,GEORGESCU,AURICA,dk,JUDECĂTORIA IAŞI,0,2011,04,CA9,TB29,J106,1
3731,GEORGESCU,AURICA,dk,JUDECĂTORIA IAŞI,0,2012,04,CA9,TB29,J106,1
3731,GEORGESCU,AURICA,dk,JUDECĂTORIA IAŞI,out,2013,04,CA9,TB29,J106,1
3732,COLŢAN,LOREDANA CRISTIANA,f,JUDECĂTORIA FILIAŞI,0,2006,04,CA7,TB22,J81,1
3732,COLŢAN,LOREDANA CRISTIANA,f,JUDECĂTORIA FILIAŞI,0,2007,04,CA7,TB22,J81,1
3732,COLŢAN,LOREDANA CRISTIANA,f,JUDECĂTORIA FILIAŞI,up,2008,04,CA7,TB22,J81,1
3732,COLŢAN,LOREDANA CRISTIANA,f,TRIBUNALUL BUCUREŞTI,0,2009,04,CA4,TB9,-88,2
3732,COLŢAN,LOREDANA CRISTIANA,f,TRIBUNALUL BUCUREŞTI,0,2010,05,CA4,TB9,-88,2
3732,COLŢAN,LOREDANA CRISTIANA,f,TRIBUNALUL BUCUREŞTI,0,2011,04,CA4,TB9,-88,2
3732,COLŢAN,LOREDANA CRISTIANA,f,TRIBUNALUL BUCUREŞTI,0,2012,04,CA4,TB9,-88,2
3732,COLŢAN,LOREDANA CRISTIANA,f,TRIBUNALUL BUCUREŞTI,across,2013,04,CA4,TB9,-88,2
3732,COLŢAN,LOREDANA CRISTIANA,f,TRIBUNALUL DOLJ,0,2014,04,CA7,TB22,-88,2
3732,COLŢAN,LOREDANA CRISTIANA,f,TRIBUNALUL DOLJ,0,2015,04,CA7,TB22,-88,2
3732,COLŢAN,LOREDANA CRISTIANA,f,TRIBUNALUL DOLJ,0,2016,04,CA7,TB22,-88,2
3732,COLŢAN,LOREDANA CRISTIANA,f,TRIBUNALUL DOLJ,out,2017,04,CA7,TB22,-88,2
3733,BOGDAN,MARIANA,f,JUDECĂTORIA RÂMNICU SĂRAT,0,2006,04,CA12,TB36,J134,1
3733,BOGDAN,MARIANA,f,JUDECĂTORIA RÂMNICU SĂRAT,0,2007,04,CA12,TB36,J134,1
3733,BOGDAN,MARIANA,f,JUDECĂTORIA RÂMNICU SĂRAT,0,2008,04,CA12,TB36,J134,1
3733,BOGDAN,MARIANA,f,JUDECĂTORIA RÂMNICU SĂRAT,0,2009,04,CA12,TB36,J134,1
3733,BOGDAN,MARIANA,f,JUDECĂTORIA RÂMNICU SĂRAT,0,2010,05,CA12,TB36,J134,1
3733,BOGDAN,MARIANA,f,JUDECĂTORIA RÂMNICU SĂRAT,out,2011,04,CA12,TB36,J134,1
3734,POPESCU,CORNELIU,m,TRIBUNALUL MEHEDINŢI,0,2006,04,CA7,TB24,-88,2
3734,POPESCU,CORNELIU,m,TRIBUNALUL MEHEDINŢI,0,2007,04,CA7,TB24,-88,2
3734,POPESCU,CORNELIU,m,TRIBUNALUL MEHEDINŢI,0,2008,04,CA7,TB24,-88,2
3734,POPESCU,CORNELIU,m,TRIBUNALUL MEHEDINŢI,0,2009,04,CA7,TB24,-88,2
3734,POPESCU,CORNELIU,m,TRIBUNALUL MEHEDINŢI,0,2010,05,CA7,TB24,-88,2
3734,POPESCU,CORNELIU,m,TRIBUNALUL MEHEDINŢI,0,2011,04,CA7,TB24,-88,2
3734,POPESCU,CORNELIU,m,TRIBUNALUL MEHEDINŢI,0,2012,04,CA7,TB24,-88,2
3734,POPESCU,CORNELIU,m,TRIBUNALUL MEHEDINŢI,0,2013,04,CA7,TB24,-88,2
3734,POPESCU,CORNELIU,m,TRIBUNALUL MEHEDINŢI,0,2014,04,CA7,TB24,-88,2
3734,POPESCU,CORNELIU,m,TRIBUNALUL MEHEDINŢI,0,2015,04,CA7,TB24,-88,2
3734,POPESCU,CORNELIU,m,TRIBUNALUL MEHEDINŢI,0,2016,04,CA7,TB24,-88,2
3734,POPESCU,CORNELIU,m,TRIBUNALUL MEHEDINŢI,out,2017,04,CA7,TB24,-88,2
3735,BRANDIBUR,CLAUDIU TAVI,m,JUDECĂTORIA DROBETA TURNU SEVERIN,0,2006,04,CA7,TB24,J88,1
3735,BRANDIBUR,CLAUDIU TAVI,m,JUDECĂTORIA DROBETA TURNU SEVERIN,0,2007,04,CA7,TB24,J88,1
3735,BRANDIBUR,CLAUDIU TAVI,m,JUDECĂTORIA DROBETA TURNU SEVERIN,up,2008,04,CA7,TB24,J88,1
3735,BRANDIBUR,CLAUDIU TAVI,m,TRIBUNALUL MEHEDINŢI,0,2009,04,CA7,TB24,-88,2
3735,BRANDIBUR,CLAUDIU TAVI,m,TRIBUNALUL MEHEDINŢI,0,2010,05,CA7,TB24,-88,2
3735,BRANDIBUR,CLAUDIU TAVI,m,TRIBUNALUL MEHEDINŢI,0,2011,04,CA7,TB24,-88,2
3735,BRANDIBUR,CLAUDIU TAVI,m,TRIBUNALUL MEHEDINŢI,0,2012,04,CA7,TB24,-88,2
3735,BRANDIBUR,CLAUDIU TAVI,m,TRIBUNALUL MEHEDINŢI,0,2013,04,CA7,TB24,-88,2
3735,BRANDIBUR,CLAUDIU TAVI,m,TRIBUNALUL MEHEDINŢI,0,2014,04,CA7,TB24,-88,2
3735,BRANDIBUR,CLAUDIU TAVI,m,TRIBUNALUL MEHEDINŢI,0,2015,04,CA7,TB24,-88,2
3735,BRANDIBUR,CLAUDIU TAVI,m,TRIBUNALUL MEHEDINŢI,0,2016,04,CA7,TB24,-88,2
3735,BRANDIBUR,CLAUDIU TAVI,m,TRIBUNALUL MEHEDINŢI,out,2017,04,CA7,TB24,-88,2
3737,COCOR,MONICA LILIANA,f,JUDECĂTORIA IAŞI,0,2006,04,CA9,TB29,J106,1
3737,COCOR,MONICA LILIANA,f,JUDECĂTORIA IAŞI,0,2007,04,CA9,TB29,J106,1
3737,COCOR,MONICA LILIANA,f,JUDECĂTORIA IAŞI,0,2008,04,CA9,TB29,J106,1
3737,COCOR,MONICA LILIANA,f,JUDECĂTORIA IAŞI,0,2009,04,CA9,TB29,J106,1
3737,COCOR,MONICA LILIANA,f,JUDECĂTORIA IAŞI,0,2010,05,CA9,TB29,J106,1
3737,COCOR,MONICA LILIANA,f,JUDECĂTORIA IAŞI,0,2011,04,CA9,TB29,J106,1
3737,COCOR,MONICA LILIANA,f,JUDECĂTORIA IAŞI,up,2012,04,CA9,TB29,J106,1
3737,COCOR,MONICA LILIANA,f,CURTEA DE APEL IAŞI,0,2013,04,CA9,-88,-88,3
3737,COCOR,MONICA LILIANA,f,CURTEA DE APEL IAŞI,0,2014,04,CA9,-88,-88,3
3737,COCOR,MONICA LILIANA,f,CURTEA DE APEL IAŞI,0,2015,04,CA9,-88,-88,3
3737,COCOR,MONICA LILIANA,f,CURTEA DE APEL IAŞI,0,2016,04,CA9,-88,-88,3
3737,COCOR,MONICA LILIANA,f,CURTEA DE APEL IAŞI,out,2017,04,CA9,-88,-88,3
3738,PUŞCĂ,AUREL,m,TRIBUNALUL BUZĂU,0,2006,04,CA12,TB36,-88,2
3738,PUŞCĂ,AUREL,m,TRIBUNALUL BUZĂU,0,2007,04,CA12,TB36,-88,2
3738,PUŞCĂ,AUREL,m,TRIBUNALUL BUZĂU,0,2008,04,CA12,TB36,-88,2
3738,PUŞCĂ,AUREL,m,TRIBUNALUL BUZĂU,0,2009,04,CA12,TB36,-88,2
3738,PUŞCĂ,AUREL,m,TRIBUNALUL BUZĂU,0,2010,05,CA12,TB36,-88,2
3738,PUŞCĂ,AUREL,m,TRIBUNALUL BUZĂU,0,2011,04,CA12,TB36,-88,2
3738,PUŞCĂ,AUREL,m,TRIBUNALUL BUZĂU,0,2012,04,CA12,TB36,-88,2
3738,PUŞCĂ,AUREL,m,TRIBUNALUL BUZĂU,0,2013,04,CA12,TB36,-88,2
3738,PUŞCĂ,AUREL,m,TRIBUNALUL BUZĂU,0,2014,04,CA12,TB36,-88,2
3738,PUŞCĂ,AUREL,m,TRIBUNALUL BUZĂU,0,2015,04,CA12,TB36,-88,2
3738,PUŞCĂ,AUREL,m,TRIBUNALUL BUZĂU,0,2016,04,CA12,TB36,-88,2
3738,PUŞCĂ,AUREL,m,TRIBUNALUL BUZĂU,out,2017,04,CA12,TB36,-88,2
3739,MARINA,RAMONA MARIA,f,JUDECĂTORIA SLATINA,0,2006,04,CA7,TB25,J95,1
3739,MARINA,RAMONA MARIA,f,JUDECĂTORIA SLATINA,out,2007,04,CA7,TB25,J95,1
374,ŞUVAGĂU,NICOLIŢA,f,TRIBUNALUL GORJ,0,2006,04,CA7,TB23,-88,2
374,ŞUVAGĂU,NICOLIŢA,f,TRIBUNALUL GORJ,0,2007,04,CA7,TB23,-88,2
374,ŞUVAGĂU,NICOLIŢA,f,TRIBUNALUL GORJ,0,2008,04,CA7,TB23,-88,2
374,ŞUVAGĂU,NICOLIŢA,f,TRIBUNALUL GORJ,0,2009,04,CA7,TB23,-88,2
374,ŞUVAGĂU,NICOLIŢA,f,TRIBUNALUL GORJ,0,2010,05,CA7,TB23,-88,2
374,ŞUVAGĂU,NICOLIŢA,f,TRIBUNALUL GORJ,0,2011,04,CA7,TB23,-88,2
374,ŞUVAGĂU,NICOLIŢA,f,TRIBUNALUL GORJ,0,2012,04,CA7,TB23,-88,2
374,ŞUVAGĂU,NICOLIŢA,f,TRIBUNALUL GORJ,0,2013,04,CA7,TB23,-88,2
374,ŞUVAGĂU,NICOLIŢA,f,TRIBUNALUL GORJ,0,2014,04,CA7,TB23,-88,2
374,ŞUVAGĂU,NICOLIŢA,f,TRIBUNALUL GORJ,0,2015,04,CA7,TB23,-88,2
374,ŞUVAGĂU,NICOLIŢA,f,TRIBUNALUL GORJ,out,2016,04,CA7,TB23,-88,2
3740,MATEESCU,AURELIA,f,TRIBUNALUL IAŞI,0,2006,04,CA9,TB29,-88,2
3740,MATEESCU,AURELIA,f,TRIBUNALUL IAŞI,0,2007,04,CA9,TB29,-88,2
3740,MATEESCU,AURELIA,f,TRIBUNALUL IAŞI,0,2008,04,CA9,TB29,-88,2
3740,MATEESCU,AURELIA,f,TRIBUNALUL IAŞI,out,2009,04,CA9,TB29,-88,2
3741,NEGOIAŞA,VIRGINIA,f,JUDECĂTORIA CÂMPINA,0,2006,04,CA12,TB38,J140,1
3741,NEGOIAŞA,VIRGINIA,f,JUDECĂTORIA CÂMPINA,0,2007,04,CA12,TB38,J140,1
3741,NEGOIAŞA,VIRGINIA,f,JUDECĂTORIA CÂMPINA,0,2008,04,CA12,TB38,J140,1
3741,NEGOIAŞA,VIRGINIA,f,JUDECĂTORIA CÂMPINA,0,2009,04,CA12,TB38,J140,1
3741,NEGOIAŞA,VIRGINIA,f,JUDECĂTORIA CÂMPINA,0,2010,05,CA12,TB38,J140,1
3741,NEGOIAŞA,VIRGINIA,f,JUDECĂTORIA CÂMPINA,0,2011,04,CA12,TB38,J140,1
3741,NEGOIAŞA,VIRGINIA,f,JUDECĂTORIA CÂMPINA,0,2012,04,CA12,TB38,J140,1
3741,NEGOIAŞA,VIRGINIA,f,JUDECĂTORIA CÂMPINA,0,2013,04,CA12,TB38,J140,1
3741,NEGOIAŞA,VIRGINIA,f,JUDECĂTORIA CÂMPINA,0,2014,04,CA12,TB38,J140,1
3741,NEGOIAŞA,VIRGINIA,f,JUDECĂTORIA CÂMPINA,0,2015,04,CA12,TB38,J140,1
3741,NEGOIAŞA,VIRGINIA,f,JUDECĂTORIA CÂMPINA,0,2016,04,CA12,TB38,J140,1
3741,NEGOIAŞA,VIRGINIA,f,JUDECĂTORIA CÂMPINA,out,2017,04,CA12,TB38,J140,1
3742,CONDROVICI,LILIANA,f,TRIBUNALUL SUCEAVA,0,2006,04,CA13,TB40,-88,2
3742,CONDROVICI,LILIANA,f,TRIBUNALUL SUCEAVA,0,2007,04,CA13,TB40,-88,2
3742,CONDROVICI,LILIANA,f,TRIBUNALUL SUCEAVA,0,2008,04,CA13,TB40,-88,2
3742,CONDROVICI,LILIANA,f,TRIBUNALUL SUCEAVA,0,2009,04,CA13,TB40,-88,2
3742,CONDROVICI,LILIANA,f,TRIBUNALUL SUCEAVA,0,2010,05,CA13,TB40,-88,2
3742,CONDROVICI,LILIANA,f,TRIBUNALUL SUCEAVA,0,2011,04,CA13,TB40,-88,2
3742,CONDROVICI,LILIANA,f,TRIBUNALUL SUCEAVA,0,2012,04,CA13,TB40,-88,2
3742,CONDROVICI,LILIANA,f,TRIBUNALUL SUCEAVA,0,2013,04,CA13,TB40,-88,2
3742,CONDROVICI,LILIANA,f,TRIBUNALUL SUCEAVA,0,2014,04,CA13,TB40,-88,2
3742,CONDROVICI,LILIANA,f,TRIBUNALUL SUCEAVA,0,2015,04,CA13,TB40,-88,2
3742,CONDROVICI,LILIANA,f,TRIBUNALUL SUCEAVA,0,2016,04,CA13,TB40,-88,2
3742,CONDROVICI,LILIANA,f,TRIBUNALUL SUCEAVA,out,2017,04,CA13,TB40,-88,2
3743,PAVELESCU,MARIA VIOLETA,f,JUDECĂTORIA GĂEŞTI,NA,2007,04,CA12,TB37,J135,1
3744,PUIANU,MINODORA,f,JUDECĂTORIA TÂRGU CĂRBUNEŞTI,across,2010,05,CA7,TB23,J85,1
3744,PUIANU,MINODORA,f,JUDECĂTORIA TÂRGU JIU,0,2011,04,CA7,TB23,J86,1
3744,PUIANU,MINODORA,f,JUDECĂTORIA TÂRGU JIU,0,2012,04,CA7,TB23,J86,1
3744,PUIANU,MINODORA,f,JUDECĂTORIA TÂRGU JIU,0,2013,04,CA7,TB23,J86,1
3744,PUIANU,MINODORA,f,JUDECĂTORIA TÂRGU JIU,0,2014,04,CA7,TB23,J86,1
3744,PUIANU,MINODORA,f,JUDECĂTORIA TÂRGU JIU,0,2015,04,CA7,TB23,J86,1
3744,PUIANU,MINODORA,f,JUDECĂTORIA TÂRGU JIU,0,2016,04,CA7,TB23,J86,1
3744,PUIANU,MINODORA,f,JUDECĂTORIA TÂRGU JIU,out,2017,04,CA7,TB23,J86,1
3745,EPURAN,MIRCEA,m,JUDECĂTORIA POGOANELE,across,2009,04,CA12,TB36,J133,1
3745,EPURAN,MIRCEA,m,JUDECĂTORIA BUFTEA,0,2010,05,CA4,TB13,J47,1
3745,EPURAN,MIRCEA,m,JUDECĂTORIA BUFTEA,0,2011,04,CA4,TB13,J47,1
3745,EPURAN,MIRCEA,m,JUDECĂTORIA BUFTEA,up,2012,04,CA4,TB13,J47,1
3745,EPURAN,MIRCEA,m,TRIBUNALUL ILFOV,0,2013,04,CA4,TB13,-88,2
3745,EPURAN,MIRCEA,m,TRIBUNALUL ILFOV,0,2014,04,CA4,TB13,-88,2
3745,EPURAN,MIRCEA,m,TRIBUNALUL ILFOV,0,2015,04,CA4,TB13,-88,2
3745,EPURAN,MIRCEA,m,TRIBUNALUL ILFOV,across,2016,04,CA4,TB13,-88,2
3745,EPURAN,MIRCEA,m,TRIBUNALUL BUCUREŞTI,out,2017,04,CA4,TB9,-88,2
3746,TIMAR,DANA FLORICA,f,JUDECĂTORIA MARGHITA,NA,2017,04,CA10,TB31,J116,1
3747,ONEA,ANDREEA,f,JUDECĂTORIA SLOBOZIA,NA,2015,04,CA4,TB12,J45,1
3748,DUMITRESCU,CRISTINA SORANA,f,JUDECĂTORIA SECTORULUI CINCI,0,2013,04,CA4,TB9,J37,1
3748,DUMITRESCU,CRISTINA SORANA,f,JUDECĂTORIA SECTORULUI CINCI,0,2014,04,CA4,TB9,J37,1
3748,DUMITRESCU,CRISTINA SORANA,f,JUDECĂTORIA SECTORULUI CINCI,0,2015,04,CA4,TB9,J37,1
3748,DUMITRESCU,CRISTINA SORANA,f,JUDECĂTORIA SECTORULUI CINCI,0,2016,04,CA4,TB9,J37,1
3748,DUMITRESCU,CRISTINA SORANA,f,JUDECĂTORIA SECTORULUI CINCI,out,2017,04,CA4,TB9,J37,1
3749,BOTIŞ,MARIA CAMELIA,f,JUDECĂTORIA CLUJ NAPOCA,up,2012,04,CA5,TB16,J57,1
3749,BOTIŞ,MARIA CAMELIA,f,TRIBUNALUL COMERC./SPECIAL. CLUJ,0,2013,04,CA5,TB17,-88,2
3749,BOTIŞ,MARIA CAMELIA,f,TRIBUNALUL COMERC./SPECIAL. CLUJ,0,2014,04,CA5,TB17,-88,2
3749,BOTIŞ,MARIA CAMELIA,f,TRIBUNALUL COMERC./SPECIAL. CLUJ,0,2015,04,CA5,TB17,-88,2
3749,BOTIŞ,MARIA CAMELIA,f,TRIBUNALUL COMERC./SPECIAL. CLUJ,up,2016,04,CA5,TB17,-88,2
3749,BOTIŞ,MARIA CAMELIA,f,CURTEA DE APEL CLUJ,out,2017,04,CA5,-88,-88,3
375,NICOLAE,NICOLAE,m,JUDECĂTORIA RÂMNICU SĂRAT,0,2006,04,CA12,TB36,J134,1
375,NICOLAE,NICOLAE,m,JUDECĂTORIA RÂMNICU SĂRAT,0,2007,04,CA12,TB36,J134,1
375,NICOLAE,NICOLAE,m,JUDECĂTORIA RÂMNICU SĂRAT,out,2008,04,CA12,TB36,J134,1
3750,STANA,CORNELIU ADRIAN,m,JUDECĂTORIA MIERCUREA CIUC,0,2010,05,CA15,TB44,J171,1
3750,STANA,CORNELIU ADRIAN,m,JUDECĂTORIA MIERCUREA CIUC,0,2011,04,CA15,TB44,J171,1
3750,STANA,CORNELIU ADRIAN,m,JUDECĂTORIA MIERCUREA CIUC,across,2012,04,CA15,TB44,J171,1
3750,STANA,CORNELIU ADRIAN,m,JUDECĂTORIA CURTEA DE ARGEŞ,0,2013,04,CA11,TB33,J124,1
3750,STANA,CORNELIU ADRIAN,m,JUDECĂTORIA CURTEA DE ARGEŞ,0,2014,04,CA11,TB33,J124,1
3750,STANA,CORNELIU ADRIAN,m,JUDECĂTORIA CURTEA DE ARGEŞ,0,2015,04,CA11,TB33,J124,1
3750,STANA,CORNELIU ADRIAN,m,JUDECĂTORIA CURTEA DE ARGEŞ,0,2016,04,CA11,TB33,J124,1
3750,STANA,CORNELIU ADRIAN,m,JUDECĂTORIA CURTEA DE ARGEŞ,out,2017,04,CA11,TB33,J124,1
3751,CIAPĂ,CLARA ELENA,f,CURTEA DE APEL BRAŞOV,0,2006,04,CA3,-88,-88,3
3751,CIAPĂ,CLARA ELENA,f,CURTEA DE APEL BRAŞOV,0,2007,04,CA3,-88,-88,3
3751,CIAPĂ,CLARA ELENA,f,CURTEA DE APEL BRAŞOV,0,2008,04,CA3,-88,-88,3
3751,CIAPĂ,CLARA ELENA,f,CURTEA DE APEL BRAŞOV,0,2009,04,CA3,-88,-88,3
3751,CIAPĂ,CLARA ELENA,f,CURTEA DE APEL BRAŞOV,0,2010,05,CA3,-88,-88,3
3751,CIAPĂ,CLARA ELENA,f,CURTEA DE APEL BRAŞOV,0,2011,04,CA3,-88,-88,3
3751,CIAPĂ,CLARA ELENA,f,CURTEA DE APEL BRAŞOV,0,2012,04,CA3,-88,-88,3
3751,CIAPĂ,CLARA ELENA,f,CURTEA DE APEL BRAŞOV,0,2013,04,CA3,-88,-88,3
3751,CIAPĂ,CLARA ELENA,f,CURTEA DE APEL BRAŞOV,0,2014,04,CA3,-88,-88,3
3751,CIAPĂ,CLARA ELENA,f,CURTEA DE APEL BRAŞOV,0,2015,04,CA3,-88,-88,3
3751,CIAPĂ,CLARA ELENA,f,CURTEA DE APEL BRAŞOV,0,2016,04,CA3,-88,-88,3
3751,CIAPĂ,CLARA ELENA,f,CURTEA DE APEL BRAŞOV,out,2017,04,CA3,-88,-88,3
3752,BĂLAŞA,GABRIEL,m,TRIBUNALUL DÂMBOVIŢA,0,2006,04,CA12,TB37,-88,2
3752,BĂLAŞA,GABRIEL,m,TRIBUNALUL DÂMBOVIŢA,0,2007,04,CA12,TB37,-88,2
3752,BĂLAŞA,GABRIEL,m,TRIBUNALUL DÂMBOVIŢA,0,2008,04,CA12,TB37,-88,2
3752,BĂLAŞA,GABRIEL,m,TRIBUNALUL DÂMBOVIŢA,0,2009,04,CA12,TB37,-88,2
3752,BĂLAŞA,GABRIEL,m,TRIBUNALUL DÂMBOVIŢA,0,2010,05,CA12,TB37,-88,2
3752,BĂLAŞA,GABRIEL,m,TRIBUNALUL DÂMBOVIŢA,0,2011,04,CA12,TB37,-88,2
3752,BĂLAŞA,GABRIEL,m,TRIBUNALUL DÂMBOVIŢA,0,2012,04,CA12,TB37,-88,2
3752,BĂLAŞA,GABRIEL,m,TRIBUNALUL DÂMBOVIŢA,0,2013,04,CA12,TB37,-88,2
3752,BĂLAŞA,GABRIEL,m,TRIBUNALUL DÂMBOVIŢA,0,2014,04,CA12,TB37,-88,2
3752,BĂLAŞA,GABRIEL,m,TRIBUNALUL DÂMBOVIŢA,out,2015,04,CA12,TB37,-88,2
3755,BANU,MIHAELA,f,JUDECĂTORIA PITEŞTI,0,2006,04,CA11,TB33,J125,1
3755,BANU,MIHAELA,f,JUDECĂTORIA PITEŞTI,0,2007,04,CA11,TB33,J125,1
3755,BANU,MIHAELA,f,JUDECĂTORIA PITEŞTI,0,2008,04,CA11,TB33,J125,1
3755,BANU,MIHAELA,f,JUDECĂTORIA PITEŞTI,0,2009,04,CA11,TB33,J125,1
3755,BANU,MIHAELA,f,JUDECĂTORIA PITEŞTI,0,2010,05,CA11,TB33,J125,1
3755,BANU,MIHAELA,f,JUDECĂTORIA PITEŞTI,out,2011,04,CA11,TB33,J125,1
3756,URLEŢEANU,ALEXANDRINA,f,CURTEA DE APEL PLOIEŞTI,0,2006,04,CA12,-88,-88,3
3756,URLEŢEANU,ALEXANDRINA,f,CURTEA DE APEL PLOIEŞTI,0,2007,04,CA12,-88,-88,3
3756,URLEŢEANU,ALEXANDRINA,f,CURTEA DE APEL PLOIEŞTI,0,2008,04,CA12,-88,-88,3
3756,URLEŢEANU,ALEXANDRINA,f,CURTEA DE APEL PLOIEŞTI,0,2009,04,CA12,-88,-88,3
3756,URLEŢEANU,ALEXANDRINA,f,CURTEA DE APEL PLOIEŞTI,0,2010,05,CA12,-88,-88,3
3756,URLEŢEANU,ALEXANDRINA,f,CURTEA DE APEL PLOIEŞTI,0,2011,04,CA12,-88,-88,3
3756,URLEŢEANU,ALEXANDRINA,f,CURTEA DE APEL PLOIEŞTI,0,2012,04,CA12,-88,-88,3
3756,URLEŢEANU,ALEXANDRINA,f,CURTEA DE APEL PLOIEŞTI,out,2013,04,CA12,-88,-88,3
3757,ŞERBAN,RĂSVAN GABRIEL,m,JUDECĂTORIA VÂNJU MARE,across,2006,04,CA7,TB24,J91,1
3757,ŞERBAN,RĂSVAN GABRIEL,m,JUDECĂTORIA CRAIOVA,0,2007,04,CA7,TB22,J80,1
3757,ŞERBAN,RĂSVAN GABRIEL,m,JUDECĂTORIA CRAIOVA,0,2008,04,CA7,TB22,J80,1
3757,ŞERBAN,RĂSVAN GABRIEL,m,JUDECĂTORIA CRAIOVA,0,2009,04,CA7,TB22,J80,1
3757,ŞERBAN,RĂSVAN GABRIEL,m,JUDECĂTORIA CRAIOVA,0,2010,05,CA7,TB22,J80,1
3757,ŞERBAN,RĂSVAN GABRIEL,m,JUDECĂTORIA CRAIOVA,0,2011,04,CA7,TB22,J80,1
3757,ŞERBAN,RĂSVAN GABRIEL,m,JUDECĂTORIA CRAIOVA,0,2012,04,CA7,TB22,J80,1
3757,ŞERBAN,RĂSVAN GABRIEL,m,JUDECĂTORIA CRAIOVA,0,2013,04,CA7,TB22,J80,1
3757,ŞERBAN,RĂSVAN GABRIEL,m,JUDECĂTORIA CRAIOVA,0,2014,04,CA7,TB22,J80,1
3757,ŞERBAN,RĂSVAN GABRIEL,m,JUDECĂTORIA CRAIOVA,0,2015,04,CA7,TB22,J80,1
3757,ŞERBAN,RĂSVAN GABRIEL,m,JUDECĂTORIA CRAIOVA,0,2016,04,CA7,TB22,J80,1
3757,ŞERBAN,RĂSVAN GABRIEL,m,JUDECĂTORIA CRAIOVA,out,2017,04,CA7,TB22,J80,1
3758,BORDEA,LUCIA ELENA,f,JUDECĂTORIA REGHIN,NA,2006,06,CA15,TB45,J174,1
3759,SOPONAR,SIMONA ADRIANA ELENA,f,JUDECĂTORIA SATU MARE,0,2013,04,CA10,TB32,J121,1
3759,SOPONAR,SIMONA ADRIANA ELENA,f,JUDECĂTORIA SATU MARE,0,2014,04,CA10,TB32,J121,1
3759,SOPONAR,SIMONA ADRIANA ELENA,f,JUDECĂTORIA SATU MARE,0,2015,04,CA10,TB32,J121,1
3759,SOPONAR,SIMONA ADRIANA ELENA,f,JUDECĂTORIA SATU MARE,0,2016,04,CA10,TB32,J121,1
3759,SOPONAR,SIMONA ADRIANA ELENA,f,JUDECĂTORIA SATU MARE,out,2017,04,CA10,TB32,J121,1
376,POP,ANCA ADRIANA,f,CURTEA DE APEL CLUJ,0,2006,04,CA5,-88,-88,3
376,POP,ANCA ADRIANA,f,CURTEA DE APEL CLUJ,0,2007,04,CA5,-88,-88,3
376,POP,ANCA ADRIANA,f,CURTEA DE APEL CLUJ,0,2008,04,CA5,-88,-88,3
376,POP,ANCA ADRIANA,f,CURTEA DE APEL CLUJ,0,2009,04,CA5,-88,-88,3
376,POP,ANCA ADRIANA,f,CURTEA DE APEL CLUJ,0,2010,05,CA5,-88,-88,3
376,POP,ANCA ADRIANA,f,CURTEA DE APEL CLUJ,0,2011,04,CA5,-88,-88,3
376,POP,ANCA ADRIANA,f,CURTEA DE APEL CLUJ,0,2012,04,CA5,-88,-88,3
376,POP,ANCA ADRIANA,f,CURTEA DE APEL CLUJ,0,2013,04,CA5,-88,-88,3
376,POP,ANCA ADRIANA,f,CURTEA DE APEL CLUJ,0,2014,04,CA5,-88,-88,3
376,POP,ANCA ADRIANA,f,CURTEA DE APEL CLUJ,0,2015,04,CA5,-88,-88,3
376,POP,ANCA ADRIANA,f,CURTEA DE APEL CLUJ,0,2016,04,CA5,-88,-88,3
376,POP,ANCA ADRIANA,f,CURTEA DE APEL CLUJ,out,2017,04,CA5,-88,-88,3
3760,CRIŞU CIOCÂNTĂ,ANDA,f,CURTEA DE APEL IAŞI,0,2014,04,CA9,-88,-88,3
3760,CRIŞU CIOCÂNTĂ,ANDA,f,CURTEA DE APEL IAŞI,0,2015,04,CA9,-88,-88,3
3760,CRIŞU CIOCÂNTĂ,ANDA,f,CURTEA DE APEL IAŞI,0,2016,04,CA9,-88,-88,3
3760,CRIŞU CIOCÂNTĂ,ANDA,f,CURTEA DE APEL IAŞI,out,2017,04,CA9,-88,-88,3
3761,GABOR,CRISTINA,f,JUDECĂTORIA BRĂILA,NA,2017,04,CA8,TB26,J96,1
3762,BARAT,MIHAELA,f,JUDECĂTORIA FĂLTICENI,NA,2007,04,CA13,TB40,J150,1
3763,PAVELESCU,GEORGETA,f,CURTEA DE APEL IAŞI,0,2006,04,CA9,-88,-88,3
3763,PAVELESCU,GEORGETA,f,CURTEA DE APEL IAŞI,0,2007,04,CA9,-88,-88,3
3763,PAVELESCU,GEORGETA,f,CURTEA DE APEL IAŞI,0,2008,04,CA9,-88,-88,3
3763,PAVELESCU,GEORGETA,f,CURTEA DE APEL IAŞI,0,2009,04,CA9,-88,-88,3
3763,PAVELESCU,GEORGETA,f,CURTEA DE APEL IAŞI,0,2010,05,CA9,-88,-88,3
3763,PAVELESCU,GEORGETA,f,CURTEA DE APEL IAŞI,0,2011,04,CA9,-88,-88,3
3763,PAVELESCU,GEORGETA,f,CURTEA DE APEL IAŞI,0,2012,04,CA9,-88,-88,3
3763,PAVELESCU,GEORGETA,f,CURTEA DE APEL IAŞI,0,2013,04,CA9,-88,-88,3
